,Unnamed: 0,method,single_q,double_q,dashes,braces,spaces,badwords,class,Cluster
486,298,POST,4,0,0,0,4,0,bad,Cluster 1
487,299,POST,4,0,0,0,2,1,bad,Cluster 1
488,300,POST,0,4,0,0,2,0,bad,Cluster 1
489,301,GET,0,2,0,1,2,1,bad,Cluster 1
490,302,GET,2,1,1,0,5,2,bad,Cluster 0
491,303,GET,0,0,0,0,0,0,bad,Cluster 1
492,304,POST,0,0,0,0,2,0,bad,Cluster 1
493,305,GET,4,0,0,0,2,0,bad,Cluster 1
494,306,GET,1,1,0,0,0,0,bad,Cluster 1
495,307,POST,0,4,0,0,4,0,bad,Cluster 1
496,308,GET,3,0,1,0,5,2,bad,Cluster 0
497,309,POST,0,4,0,0,2,0,bad,Cluster 1
498,310,POST,2,0,0,0,4,1,bad,Cluster 0
499,311,GET,1,0,1,2,6,1,bad,Cluster 0
500,312,GET,0,0,0,0,0,0,bad,Cluster 1
501,313,POST,0,0,0,0,2,0,bad,Cluster 1
502,314,GET,2,0,0,0,4,0,bad,Cluster 1
503,315,GET,0,0,0,0,0,0,bad,Cluster 1
504,316,POST,0,4,0,0,4,0,bad,Cluster 1
505,317,POST,2,0,0,1,2,1,bad,Cluster 0
506,318,GET,2,1,1,0,5,2,bad,Cluster 0
507,319,GET,0,0,0,0,2,0,bad,Cluster 1
508,320,POST,0,4,0,0,2,1,bad,Cluster 1
509,321,GET,0,1,1,2,6,1,bad,Cluster 0
510,322,GET,1,1,0,0,0,0,bad,Cluster 1
511,323,POST,0,0,0,0,2,0,bad,Cluster 1
512,324,GET,0,4,0,0,2,0,bad,Cluster 1
513,325,GET,0,0,0,0,0,0,bad,Cluster 1
514,326,POST,0,0,0,1,5,1,bad,Cluster 0
515,327,POST,1,0,1,2,6,1,bad,Cluster 0
516,328,POST,0,4,0,0,2,1,bad,Cluster 1
517,329,GET,0,0,0,0,2,0,bad,Cluster 1
518,330,GET,0,0,0,0,0,0,bad,Cluster 1
519,331,GET,2,0,0,1,0,1,bad,Cluster 1
520,332,GET,0,0,0,0,0,0,bad,Cluster 1
521,333,POST,0,0,0,0,2,0,bad,Cluster 1
522,334,GET,0,0,0,0,0,0,bad,Cluster 1
523,335,GET,0,4,0,0,2,0,bad,Cluster 1
524,336,POST,0,0,1,2,8,1,bad,Cluster 0
525,337,POST,0,2,0,1,2,1,bad,Cluster 0
526,338,POST,2,0,0,1,2,2,bad,Cluster 0
527,339,GET,0,0,0,0,4,0,bad,Cluster 1
528,340,GET,0,2,0,1,0,1,bad,Cluster 1
529,341,GET,0,0,0,0,0,0,bad,Cluster 1
530,342,POST,1,1,0,0,2,0,bad,Cluster 1
531,343,GET,0,0,0,0,0,0,bad,Cluster 1
532,344,GET,0,2,0,0,4,0,bad,Cluster 1
533,345,POST,2,0,0,1,4,1,bad,Cluster 0
534,346,POST,1,0,1,2,6,1,bad,Cluster 0
535,347,GET,4,0,0,0,2,0,bad,Cluster 1
536,348,GET,0,0,0,1,3,1,bad,Cluster 0
537,349,POST,1,0,1,2,6,2,bad,Cluster 0
538,350,GET,0,0,0,0,2,0,bad,Cluster 1
539,351,GET,0,0,0,0,0,0,bad,Cluster 1
540,352,POST,2,2,0,0,2,0,bad,Cluster 1
541,353,GET,1,1,0,0,0,0,bad,Cluster 1
542,354,GET,2,0,0,1,2,1,bad,Cluster 0
543,355,POST,0,1,1,2,6,1,bad,Cluster 0
544,356,POST,1,0,1,2,8,1,bad,Cluster 0
545,357,GET,4,0,0,0,2,0,bad,Cluster 1
546,358,GET,0,0,1,2,6,1,bad,Cluster 0
547,359,GET,0,0,0,0,2,0,bad,Cluster 1
548,360,POST,0,2,0,1,2,2,bad,Cluster 0
549,361,GET,0,0,0,0,0,0,bad,Cluster 1
550,362,GET,2,2,0,0,0,0,bad,Cluster 1
551,363,GET,1,0,1,2,6,1,bad,Cluster 0
552,364,POST,0,2,0,1,4,1,bad,Cluster 0
553,365,POST,2,0,0,1,0,1,bad,Cluster 0
554,366,GET,2,0,0,0,4,0,bad,Cluster 1
555,367,GET,1,0,1,1,3,2,bad,Cluster 0
556,368,GET,4,0,0,0,2,0,bad,Cluster 1
557,369,POST,1,0,1,2,6,2,bad,Cluster 0
558,370,GET,1,1,0,0,0,0,bad,Cluster 1
559,371,POST,1,1,0,0,2,0,bad,Cluster 1
560,372,GET,0,2,0,1,2,1,bad,Cluster 1
561,373,GET,0,0,0,0,0,0,bad,Cluster 1
562,374,POST,1,0,1,2,8,1,bad,Cluster 0
563,375,POST,0,2,0,1,0,1,bad,Cluster 1
564,376,GET,0,4,0,0,2,0,bad,Cluster 1
565,377,GET,3,0,1,0,5,2,bad,Cluster 0
566,378,POST,0,1,1,2,6,2,bad,Cluster 0
567,379,GET,4,0,0,0,2,0,bad,Cluster 1
568,380,GET,2,2,0,0,0,0,bad,Cluster 1
569,381,POST,0,0,0,0,2,0,bad,Cluster 1
570,382,GET,1,1,0,0,0,0,bad,Cluster 1
571,383,GET,1,0,1,2,6,1,bad,Cluster 0
572,384,POST,0,0,0,1,3,1,bad,Cluster 0
573,385,POST,0,1,1,2,8,1,bad,Cluster 0
574,386,GET,0,4,0,0,2,0,bad,Cluster 1
575,387,GET,2,1,1,0,5,2,bad,Cluster 0
576,388,POST,2,0,0,1,0,2,bad,Cluster 0
577,389,GET,0,4,0,0,2,0,bad,Cluster 1
578,390,GET,0,0,0,0,0,0,bad,Cluster 1
579,391,POST,0,0,0,0,2,0,bad,Cluster 1
580,392,GET,0,1,1,2,6,1,bad,Cluster 0
581,393,POST,0,0,1,2,6,1,bad,Cluster 0
582,394,POST,2,0,0,1,2,1,bad,Cluster 0
583,395,GET,0,0,0,0,0,0,bad,Cluster 1
584,396,GET,0,2,0,0,4,0,bad,Cluster 1
585,397,GET,0,0,0,0,0,0,bad,Cluster 1
586,398,POST,0,2,0,1,0,2,bad,Cluster 0
587,399,GET,0,4,0,0,2,0,bad,Cluster 1
588,400,POST,0,0,0,0,2,0,bad,Cluster 1
589,401,POST,0,2,0,1,2,1,bad,Cluster 0
590,402,GET,2,0,0,1,0,1,bad,Cluster 1
591,403,POST,1,0,1,1,3,2,bad,Cluster 0
592,404,GET,0,0,0,0,0,0,bad,Cluster 1
593,405,GET,2,0,0,1,2,1,bad,Cluster 0
594,406,GET,0,0,0,0,0,0,bad,Cluster 1
595,407,POST,0,0,0,1,3,2,bad,Cluster 0
596,408,GET,2,0,0,1,2,1,bad,Cluster 0
597,409,GET,0,0,0,0,0,0,bad,Cluster 1
598,410,POST,0,0,1,1,5,2,bad,Cluster 0
599,411,GET,0,2,0,1,0,1,bad,Cluster 1
600,412,POST,0,0,0,0,2,0,bad,Cluster 1
601,413,POST,3,0,1,0,5,2,bad,Cluster 0
602,414,GET,0,0,0,0,0,0,bad,Cluster 1
603,415,GET,1,0,1,2,6,1,bad,Cluster 0
604,416,GET,0,0,0,0,0,0,bad,Cluster 1
605,417,POST,0,0,1,2,6,2,bad,Cluster 0
606,418,GET,1,0,1,2,6,1,bad,Cluster 0
607,419,GET,0,0,0,0,0,0,bad,Cluster 1
608,420,POST,1,0,1,1,5,2,bad,Cluster 0
609,421,POST,1,1,0,0,2,0,bad,Cluster 1
610,422,GET,0,0,0,1,3,1,bad,Cluster 0
611,423,POST,2,1,1,0,5,2,bad,Cluster 0
